PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,PowerConsumption_Zone1_lower,PowerConsumption_Zone2_lower,PowerConsumption_Zone3_lower,PowerConsumption_Zone1_upper,PowerConsumption_Zone2_upper,PowerConsumption_Zone3_upper
29917.0889364514,19005.57172974678,14402.542137976958,29248.624066221495,18561.92630699607,13927.204881445316,30585.553806681306,19449.217152497495,14877.8793945086
30215.951605910817,19173.517132834073,14578.387384573345,29547.48673568091,18729.87171008336,14103.050128041703,30884.416476140723,19617.162555584786,15053.724641104987
30505.701009597473,19336.276593982573,14750.790967799898,29837.236139367567,18892.63117123186,14275.453711268256,31174.16587982738,19779.922016733286,15226.12822433154
30785.85154490568,19493.54844330461,14919.38968383543,30117.386674675774,19049.9030205539,14444.052427303788,31454.316415135585,19937.193866055324,15394.726940367073
31056.042942740885,19645.1067717694,15083.892504930032,30387.57807251098,19201.461349018686,14608.55524839839,31724.50781297079,20088.75219452011,15559.229761461675
31316.023312415957,19790.791529939564,15244.071534795616,30647.55844218605,19347.14610718885,14768.734278263973,31984.488182645862,20234.436952690277,15719.408791327258
31565.63486912845,19930.499835575614,15399.75389262276,30897.169998898546,19486.8544128249,14924.416636091119,32234.099739358357,20374.145258326327,15875.091149154403
31804.801043449716,20064.178065893684,15550.814561770942,31136.33617321981,19620.53264314297,15075.4773052393,32473.26591367962,20507.823488644397,16026.151818302584
32033.514829325763,20191.814807474144,15697.170062808473,31365.049959095857,19748.16938472343,15221.83280627683,32701.979699555668,20635.460230224857,16172.507319340115
32251.828522095562,20313.434673336804,15838.772821880342,31583.363651865657,19869.78925058609,15363.4355653487,32920.29339232547,20757.080096087517,16314.110078411984
32459.84472562791,20429.09286291489,15975.606170399384,31791.379855398005,19985.44744016418,15500.268913867742,33128.30959585782,20872.738285665604,16450.943426931026
32657.708418564845,20538.870357180673,16107.679920598763,31989.24354833494,20095.22493442996,15632.34266406712,33326.17328879475,20982.515779931386,16583.017177130405
32845.59994838494,20642.869680862972,16235.02645561727,32177.13507815503,20199.22425811226,15759.689199085627,33514.06481861485,21086.515103613685,16710.363712148912
33023.728869996296,20741.211177177083,16357.697275909171,32355.26399976639,20297.56575442637,15882.36001937753,33692.193740226205,21184.856599927796,16833.03453244081
33192.32854266683,20834.029739497117,16475.759952550852,32523.863672436924,20390.384316746404,16000.42269601921,33860.79341289674,21277.67516224783,16951.097209082494
33351.65139796634,20921.471947926548,16589.29544414283,32683.186527736438,20477.826525175835,16113.958187611188,34020.11626819625,21365.11737067726,17064.632700674472
33501.96480248929,21003.69356552592,16698.39573795335,32833.49993225938,20560.048142775206,16223.058481421707,34170.4296727192,21447.33898827663,17173.73299448499
33643.5474500872,21080.85735464591,16803.161779691076,32975.08257985729,20637.211931895195,16327.824523159434,34312.01232031711,21524.50277739662,17278.499036222718
33776.686225063335,21153.131177771746,16903.70166013287,33108.221354833426,20709.485755021033,16428.364403601227,34445.151095293244,21596.77660052246,17379.03891666451
33901.673483215694,21220.686350801258,17000.12903027727,33233.208612985785,20777.040928050545,16524.791773745626,34570.1383534456,21664.33177355197,17475.46628680891
34018.80470322035,21283.696220116803,17092.561719666734,33350.33983299044,20840.05079736609,16617.22446313509,34687.269573450256,21727.341642867515,17567.898976198376
34128.37646611075,21342.33493794208,17181.120535171496,33459.91159588084,20898.689515191367,16705.783278639854,34796.84133634066,21785.980360692793,17656.45779170314
34230.68472516105,21396.7764132062,17265.92821993463,33562.21985493114,20953.130990455487,16790.59096340299,34899.14959539096,21840.421835956913,17741.265476466273
34326.02333247854,21447.19341756184,17347.108554343395,33657.55846224863,21003.547994811128,16871.771297811752,34994.488202708446,21890.838840312554,17822.445810875037
34414.682792224354,21493.756828392794,17424.78558282591,33746.217921994445,21050.11140564208,16949.448326294267,35083.14766245426,21937.402251143507,17900.12283935755
34496.949213644184,21536.634992614003,17499.08295200264,33828.484343414275,21092.98956986329,17023.745695470996,35165.41408387409,21980.280415364716,17974.42020853428
34573.10344000522,21575.99319682587,17570.123347274028,33904.638569775314,21132.34777407516,17094.786090742386,35241.56831023513,22019.638619576584,18045.46060380567
34643.42033213905,21611.993230956625,17638.02801631696,33974.95546190914,21168.347808205912,17162.690759785317,35311.88520236896,22055.638653707338,18113.3652728486
34708.16818762034,21644.793033934166,17702.9163692084,34039.70331739043,21201.147611183453,17227.579112676758,35376.633057850246,22088.43845668488,18178.253625740042
34767.608278698935,21674.546411189334,17764.90564601001,34099.143408469026,21230.90098843862,17289.56838947837,35436.073148928845,22118.191833940047,18240.242902541653
34821.99449397026,21701.40281492019,17824.11064364612,34153.52962374035,21257.75739216948,17348.773387114477,35490.45936420017,22145.048237670904,18299.44790017776
34871.573070439146,21725.507179055283,17880.643494801425,34203.10820020924,21281.86175630457,17405.306238269783,35540.037940669055,22169.152601805996,18355.980751333067
34916.58240412552,21746.999801755668,17934.61349236481,34248.11753389561,21303.354379004955,17459.276235833167,35585.04727435543,22190.64522450638,18409.950748896452
34957.25292869495,21766.01626910153,17986.1269536614,34288.78805846504,21322.370846350816,17510.78969712976,35625.71779892486,22209.66169185224,18461.464210193044
34993.80705279026,21782.6874143296,18035.287119355206,34325.34218256035,21339.041991578888,17559.949862823563,35662.27192302017,22226.332837080314,18510.624375886848
35026.45914780594,21797.13930763111,18082.194082477134,34357.99427757603,21353.493884880398,17606.85682594549,35694.92401803585,22240.784730381823,18557.531339008776
35055.41557879873,21809.493272094864,18126.944743544995,34386.950708568824,21365.84784934415,17651.607487013353,35723.88044902864,22253.138694845577,18602.282000076637
35080.87477207701,21819.865921892717,18169.63278819937,34412.4099018471,21376.220499142004,17694.29553166773,35749.33964230692,22263.51134464343,18644.970044731013
35103.02731376972,21828.36921926267,18210.348684187717,34434.56244353981,21384.723796511957,17735.011427656074,35771.49218399963,22272.014642013382,18685.68594071936
35122.05607435123,21835.11054725294,18249.17969489408,34453.59120412132,21391.46512450223,17773.842438362437,35790.52094458114,22278.755970003655,18724.51695142572
35138.13635470122,21840.192795554307,18286.20990693727,34469.67148447131,21396.547372803594,17810.87265040563,35806.60122493113,22283.83821830502,18761.547163468913
35151.43604981546,21843.714457072176,18321.52026965107,34482.97117958555,21400.069034321463,17846.18301311943,35819.900920045366,22287.35987982289,18796.857526182714
35162.115826761015,21845.76973317866,18355.18864451909,34493.650956531106,21402.124310427946,17879.851387987448,35830.580696990924,22289.41515592937,18830.525901050733
35170.32931389538,21846.44864584166,18387.289862868074,34501.86444366547,21402.80322309095,17911.952606336432,35838.79418412529,22290.094068592374,18862.627119399716
35176.223298746365,21845.837155056754,18417.895790329145,34507.758428516456,21402.19173230604,17942.558533797503,35844.688168976274,22289.482577807466,18893.233046860787
35179.93793228667,21844.017280210355,18447.075396759832,34511.473062056764,21400.371857459642,17971.73814022819,35848.40280251658,22287.662702961068,18922.412653291474
35181.6069376348,21841.06722418335,18474.894830482823,34513.14206740489,21397.421801432636,17999.55757395118,35850.07180786471,22284.712646934062,18950.232087014465
35181.35782147915,21837.061499163963,18501.417495842477,34512.89295124924,21393.41607641325,18026.080239310835,35849.82269170906,22280.706921914676,18976.75475237412
35179.31208675669,21832.07105328086,18526.70413320899,34510.84721652678,21388.425630530146,18051.366876677348,35847.7769569866,22275.71647603157,19002.041389740632
35175.58544532561,21826.163397292752,18550.812900674642,34507.1205750957,21382.51797454204,18075.475644143,35844.05031555552,22269.808820043465,19026.150157206284
35170.28802955511,21819.402730682137,18573.79945678809,34501.8231593252,21375.757307931424,18098.462200256447,35838.75289978502,22263.04815343285,19049.13671331973
35163.52460191803,21811.85006659879,18595.717043762696,34495.05973168812,21368.204643848076,18120.379787231053,35831.989472147936,22255.4954893495,19071.054300294338
35155.394761815165,21803.563355185343,18616.616570674756,34486.929891585256,21359.91793243463,18141.279314143114,35823.859632045074,22247.208777936055,19091.9538272064
35145.993148986876,21794.597604893777,18636.546696237754,34477.52827875697,21350.952182143064,18161.209439706112,35814.458019216785,22238.24302764449,19111.883952769396
35135.409642978084,21785.0050014686,18655.553910801493,34466.944772748175,21341.359578717886,18180.21665426985,35803.87451320799,22228.65042421931,19130.891167333135
35123.72955822116,21774.835024331558,18673.68261727958,34455.26468799125,21331.189601580845,18198.34536074794,35792.19442845107,22218.48044708227,19149.019873811223
35111.033834385926,21764.13456015472,18690.975210757464,34442.56896415602,21320.489137404005,18215.637954225822,35779.498704615835,22207.77998290543,19166.312467289106
35097.39922172152,21752.948013453573,18707.472156575834,34428.93435149161,21309.30259070286,18232.13490004419,35765.86409195143,22196.593436204286,19182.809413107476
35082.89846117971,21741.317414071822,18723.21206672154,34414.433590949804,21297.67199132111,18247.874810189896,35751.36333140962,22184.962836822535,19198.54932325318
35067.600459166555,21729.282521463392,18738.23177439119,34399.135588936646,21285.63709871268,18262.89451785955,35736.065329396464,22172.927944214105,19213.569030922834
35051.570456818066,21716.88092570755,18752.566406621245,34383.10558658816,21273.23550295684,18277.229150089603,35720.035327047975,22160.526348458265,19227.903663152887
35034.87019373891,21704.14814521848,18766.249454903485,34366.405323509,21260.50272246777,18290.912198371843,35703.33506396882,22147.793567969195,19241.586711435128
35017.5580661792,21691.11772113308,18779.312843726686,34349.09319594929,21247.472298382367,18303.975587195044,35686.02293640911,22134.763143883793,19254.650100258328
34999.689279656464,21677.821308379862,18791.786997004074,34331.224409426555,21234.17588562915,18316.44974047243,35668.15414988637,22121.466731130575,19267.124253535716
34981.3159960567,21664.28876344802,18803.70090236277,34312.85112582679,21220.64334069731,18328.363645831127,35649.78086628661,22107.934186198734,19279.03815889441
34962.48747527095,21650.54822888961,18815.082173285373,34294.02260504104,21206.902806138896,18339.74491675373,35630.95234550086,22094.193651640322,19290.419429817015
34943.250211443454,21636.626214599455,18825.957109106097,34274.785341213545,21192.980791848742,18350.619852574455,35611.71508167336,22080.271637350168,19301.29436563774
34923.64806392308,21622.547675927166,18836.350752874052,34255.18319369317,21178.902253176453,18361.01349634241,35592.11293415299,22066.19309867788,19311.688009405694
34903.72238302325,21608.33608868353,18846.286947105244,34235.25751279334,21164.690665932816,18370.9496905736,35572.187253253156,22051.981511434242,19321.624203636886
34883.51213070616,21594.013521110224,18855.78838745201,34215.047260476254,21150.36809835951,18380.451130920366,35551.97700093607,22037.658943860937,19331.12564398365
34863.053996315975,21579.60070288708,18864.876674325064,34194.589126086066,21135.955280136368,18389.53941779342,35531.518866545885,22023.246125637794,19340.213930856706
34842.38250749195,21565.11709125509,18873.57236250819,34173.91763726204,21121.47166850438,18398.235105976546,35510.84737772186,22008.762514005804,19348.90961903983
34821.53013639829,21550.580934336635,18881.89500880984,34153.06526616838,21106.93551158592,18406.557752278197,35489.995006628196,21994.226357087347,19357.23226534148
34800.52740141035,21536.00933173661,18889.86321779938,34132.06253118044,21092.3639089859,18414.525961267736,35468.99227164026,21979.654754487325,19365.20047433102
34779.40296440015,21521.418292509632,18897.49468567806,34110.93809417024,21077.77286975892,18422.157429146417,35447.86783463006,21965.063715260345,19372.8319422097
34758.1837237647,21506.8227905793,18904.806242337025,34089.71885353479,21063.177367828586,18429.468985805383,35426.64859399461,21950.468213330012,19380.143498868667
34736.89490334175,21492.236817696084,18911.81389165597,34068.43003311184,21048.59139494537,18436.476635124327,35405.35977357166,21935.882240446797,19387.15114818761
34715.5601373569,21477.673434019838,18918.532850097024,34047.09526712699,21034.028011269125,18443.195593565382,35384.02500758681,21921.31885677055,19393.870106628667
34694.20155154508,21463.144816412678,18924.977583649063,34025.73668131517,21019.499393661965,18449.64032711742,35362.666421774986,21906.79023916339,19400.314840180705
34672.839840587854,21448.662304526926,18931.16184317772,34004.374970357945,21005.016881776213,18455.82458664608,35341.30471081776,21892.30772727764,19406.499099709363
34651.494342006044,21434.236444771585,18937.098698236383,33983.029471776135,20990.59102202087,18461.76144170474,35319.95921223595,21877.881867522297,19412.435954768025
34630.18310664449,21419.877032239438,18942.800569393,33961.71823641458,20976.231609488725,18467.463312861357,35298.647976874396,21863.52245499015,19418.13782592464
34608.92296588321,21405.59315067515,18948.279259126994,33940.4580956533,20961.94772792444,18472.94200259535,35277.38783611312,21849.238573425864,19423.616515658636
34587.72959570617,21391.393210562946,18953.545981349762,33919.26472547626,20947.747787812234,18478.20872481812,35256.19446593608,21835.03863331366,19428.883237881404
34566.61757775535,21377.28498541055,18958.611389601338,33898.15270752544,20933.63956265984,18483.274133069695,35235.08244798526,21820.930408161264,19433.94864613298
34545.60045749471,21363.275646303948,18963.485603974765,33877.1355872648,20919.630223553235,18488.148347443122,35214.06532772462,21806.92106905466,19438.822860506407
34524.69079960502,21349.371794805487,18968.178236818483,33856.22592937511,20905.726372054774,18492.84098028684,35193.15566983493,21793.0172175562,19443.515493350125
34503.900240726696,21335.579494265592,18972.698417265914,33835.43537049679,20891.93407151488,18497.361160734272,35172.365110956605,21779.224917016305,19448.035673797556
34483.23953966426,21321.90429961621,18977.054814640054,33814.77466943435,20878.258876865497,18501.717558108412,35151.70440989417,21765.549722366923,19452.392071171696
34462.71862516241,21308.351285711906,18981.255660779538,33794.2537549325,20864.705862961193,18505.918404247896,35131.18349539232,21751.99670846262,19456.59291731118
34442.34664135975,21294.925074282128,18985.308771331216,33773.88177112984,20851.279651531415,18509.971514799574,35110.81151158966,21738.57049703284,19460.64602786286
34422.13199102252,21281.629859556153,18989.221566053042,33753.66712079261,20837.98443680544,18513.8843095214,35090.59686125243,21725.275282306866,19464.558822584684
34402.08237665724,21268.4694326199,18993.00108816939,33733.617506427334,20824.824009869186,18517.663831637747,35070.54724688715,21712.11485537061,19468.33834470103
34382.20483959717,21255.447204561548,18996.654022819734,33713.73996936726,20811.801781810835,18521.31676628809,35050.66970982708,21699.09262731226,19471.991279351376
34362.50579715423,21242.5662284609,19000.186714640055,33694.04092692432,20798.920805710186,18524.849458108412,35030.970667384136,21686.21165121161,19475.523971171697
34342.99107792417,21229.82922027519,19003.60518451498,33674.52620769426,20786.183797524478,18528.26792798334,35011.45594815408,21673.474643025904,19478.942441046624
34323.66595532974,21217.23857867201,19006.915145537332,33655.201085099834,20773.5931559213,18531.57788900569,34992.13082555965,21660.884001422724,19482.252402068974
34304.53517948269,21204.79640385805,19010.12201821017,33636.070309252784,20761.150981107337,18534.78476167853,34973.0000497126,21648.441826608763,19485.459274741814
34285.60300744271,21192.504515450186,19013.230944925446,33617.1381372128,20748.859092699473,18537.893688393804,34954.06787767262,21636.1499382009,19488.56820145709
34266.87323194788,21180.364469433876,19016.246803751557,33598.40836171797,20736.719046683163,18540.909547219915,34935.33810217779,21624.00989218459,19491.5840602832
34248.349208688036,21168.377574251586,19019.174221561363,33579.88433845813,20724.732151500873,18543.83696502972,34916.814078917945,21612.0229970023,19494.511478093005
34230.03388218973,21156.544906062354,19022.017586530455,33561.56901195982,20712.89948331164,18546.680329998813,34898.49875241964,21600.190328813067,19497.354843062098
34211.92981037831,21144.867323211864,19024.78106003463,33543.4649401484,20701.22190046115,18549.44380350299,34880.39468060822,21588.512745962576,19500.118316566273
34194.03918787996,21133.34547995065,19027.468587974046,33525.57431765005,20689.700057199938,18552.131331442404,34862.504058109866,21576.990902701364,19502.80584450569
34176.36386812363,21121.97983943639,19030.0839115506,33507.898997893724,20678.334416685677,18554.746655018957,34844.82873835354,21565.625262187103,19505.42116808224
34158.90538430041,21110.770686054708,19032.630577523847,33490.4405140705,20667.125263303995,18557.293320992205,34827.37025453032,21554.41610880542,19507.96783405549
34141.6649692351,21099.71813709144,19035.11194796966,33473.20009900519,20656.072714340728,18559.77469143802,34810.12983946501,21543.363559842153,19510.449204501303
34124.643574222544,21088.82215378769,19037.531209564895,33456.178703992635,20645.176731036976,18562.193953033253,34793.10844445245,21532.4675765384,19512.868466096537
34107.841886878756,21078.082551807765,19039.89138242021,33439.37701664885,20634.437129057053,18564.554125888568,34776.306757108665,21521.72797455848,19515.228638951852
34091.26034805457,21067.499011148633,19042.19532848231,33422.795477824664,20623.85358839792,18566.858071950668,34759.72521828448,21511.144433899346,19517.532585013952
34074.89916785767,21057.071085518226,19044.44575952587,33406.43429762776,20613.425662767513,18569.108502994226,34743.36403808758,21500.71650826894,19519.78301605751
34058.75834082638,21046.79821120872,19046.645244754523,33390.29347059647,20603.152788458006,18571.30798822288,34727.22321105629,21490.443633959432,19521.982501286166
34042.83766029692,21036.679715489685,19048.79621802948,33374.37279006701,20593.034292738972,18573.45896149784,34711.30253052683,21480.325138240398,19524.133474561124
34027.136732003724,21026.714824544873,19050.900984743428,33358.671861773815,20583.06940179416,18575.563728211786,34695.60160223363,21470.360247295586,19526.23824127507
34011.654986950634,21016.902670975265,19052.96172835657,33343.190116720725,20573.257248224552,18577.62447182493,34680.11985718054,21460.548093725978,19528.298984888213
33996.39169358899,21007.24230088996,19054.98051661104,33327.92682335908,20563.596878139248,18579.643260079396,34664.856563818896,21450.887723640673,19530.31777314268
33981.345969337104,20997.73268060556,19056.959307438905,33312.881099107195,20554.087257854848,18581.622050907263,34649.81083956701,21441.378103356274,19532.296563970547
33966.51679147372,20988.372702973542,19058.899954578636,33298.05192124381,20544.72728022283,18583.562698046993,34634.98166170363,21432.018125724255,19534.237211110278
33951.903007436835,20979.161193354394,19060.804212913867,33283.438137206926,20535.51577060368,18585.466956382224,34620.367877666744,21422.806616105107,19536.14146944551
33937.503344557386,20970.096915256287,19062.673743547915,33269.03847432748,20526.451492505574,18587.336487016273,34605.968214787295,21413.742338007,19538.011000079558
33923.316419256415,20961.1785756552,19064.51011862676,33254.851549026505,20517.53315290449,18589.172862095118,34591.781289486324,21404.823998405915,19539.847375158402
33909.340745732414,20952.404830012703,19066.314825922615,33240.875875502505,20508.75940726199,18590.977569390972,34577.80561596232,21396.050252763416,19541.652082454257
33895.574744164725,20943.774287006676,19068.08927318971,33227.109873934816,20500.128864255963,18592.75201665807,34564.039614394635,21387.41970975739,19543.426529721353
33882.016748457376,20935.28551298968,19069.83479230324,33213.55187822747,20491.64009023897,18594.4975357716,34550.481618687285,21378.930935740394,19545.172048834884
33868.665013546575,20926.937036188876,19071.552643192103,33200.200143316666,20483.291613438163,18596.21538666046,34537.129883776484,21370.58245893959,19546.889899723745
33855.517722294186,20918.7273506607,19073.244017575333,33187.05285206428,20475.08192790999,18597.90676104369,34523.982592524095,21362.372773411415,19548.581274106975
33842.57299198804,20910.65492001296,19074.910042511856,33174.10812175813,20467.009497262246,18599.572785980214,34511.03786221795,21354.300342763672,19550.247299043498
33829.82888046943,20902.71818090627,19076.551783772647,33161.36401023952,20459.07275815556,18601.214527241005,34498.29375069934,21346.363603656984,19551.88904030429
33817.28339190661,20894.91554634641,19078.17024904391,33148.8185216767,20451.270123595696,18602.832992512267,34485.74826213652,21338.56096909712,19553.50750557555
33804.934482232595,20887.24540877821,19079.766390969573,33136.469612002686,20443.599986027497,18604.42913443793,34473.399352462504,21330.890831528923,19555.103647501215
33792.78006426456,20879.70614299149,19081.341110040954,33124.31519403465,20436.060720240777,18606.00385350931,34461.24493449447,21323.351565742203,19556.678366572596
33780.81801252128,20872.296108848746,19082.895257341046,33112.35314229137,20428.650686098033,18607.558000809404,34449.28288275119,21315.94153159946,19558.23251387269
33769.04616775412,20865.01365384402,19084.429637150588,33100.58129752421,20421.368231093307,18609.092380618946,34437.511037984026,21308.659076594733,19559.76689368223
33757.46234120647,20857.857115501745,19085.945009422667,33088.99747097656,20414.211692751032,18610.607752891025,34425.92721143638,21301.502538252458,19561.28226595431
33746.064318615936,20850.824823623978,19087.442092132333,33077.59944838603,20407.179400873265,18612.10483560069,34414.529188845845,21294.47024637469,19562.779348663975
33734.84986397251,20843.915102394174,19088.921563507352,33066.3849937426,20400.26967964346,18613.58430697571,34403.31473420242,21287.560525144887,19564.258820038995
33723.81672304549,20837.12627234495,19090.384064145972,33055.351852815584,20393.480849594238,18615.04680761433,34392.2815932754,21280.771695095664,19565.721320677614
33712.962626691515,20830.456652197212,19091.830199027252,33044.497756461606,20386.8112294465,18616.49294249561,34381.427496921424,21274.102074947925,19567.167455558894
33702.28529395495,20823.90456057744,19093.260539419243,33033.82042372504,20380.259137826728,18617.9232828876,34370.75016418486,21267.549983328154,19568.597795950885
33691.78243497184,20817.46831761972,19094.675624690117,33023.317564741934,20373.82289486901,18619.338368158475,34360.24730520175,21261.113740370434,19570.01288122176
33681.45175368766,20811.146246458713,19096.07596402695,33012.98688345775,20367.500823708,18620.738707495308,34349.91662391757,21254.791669209426,19571.413220558592
33671.29095039888,20804.936674619436,19097.462038066828,33002.82608016897,20361.291251868723,18622.124781535185,34339.75582062879,21248.58209737015,19572.79929459847
33661.29772412777,20798.837935309493,19098.834300444534,32992.83285389786,20355.19251255878,18623.497043912892,34329.76259435768,21242.483358060206,19574.171556976176
33651.46977483926,20792.84836861908,19100.193179261016,32983.00490460935,20349.20294586837,18624.855922729374,34319.93464506917,21236.493791369794,19575.530435792658
33641.80480550836,20786.966322633773,19101.539078476526,32973.33993527845,20343.32089988306,18626.201821944884,34310.269675738266,21230.611745384485,19576.876335008168
33632.30052404638,20781.190154464923,19102.872379232176,32963.83565381647,20337.54473171421,18627.535122700534,34300.76539427629,21224.835577215636,19578.20963576382
33622.95464509343,20775.518231202226,19104.193441103485,32954.48977486352,20331.872808451513,18628.856184571843,34291.41951532334,21219.16365395294,19579.530697635128
33613.76489168441,20769.948930792743,19105.50260328931,32945.3000214545,20326.30350804203,18630.16534675767,34282.22976191432,21213.594353543456,19580.839859820953
33604.72899679563,20764.480642850558,19106.800185739343,32936.26412656572,20320.835220099845,18631.4629292077,34273.19386702554,21208.12606560127,19582.137442270985
33595.84470477846,20759.111769400854,19108.086490223264,32927.37983454855,20315.46634665014,18632.749233691622,34264.30957500837,21202.757192151566,19583.423746754906
33587.10977268616,20753.840725562222,19109.361801344465,32918.64490245625,20310.19530281151,18634.024544812823,34255.57464291607,21197.486148312935,19584.699057876107
33578.52197150006,20748.665940170573,19110.626387501095,32910.05710127015,20305.02051741986,18635.289130969453,34246.986841729966,21192.311362921286,19585.963644032738
33570.07908726035,20743.585856348152,19111.880501797088,32901.61421703044,20299.94043359744,18636.543245265446,34238.543957490256,21187.231279098865,19587.21775832873
33561.77892210711,20738.59893202064,19113.124382905648,32893.3140518772,20294.953509269926,18637.787126374005,34230.243792337016,21182.244354771352,19588.46163943729
33553.61929523642,20733.703640385436,19114.358255887608,32885.15442500651,20290.058217634723,18639.020999355966,34222.08416546633,21177.34906313615,19589.69551241925
33545.598043776496,20728.89847033396,19115.582332966875,32877.13317354659,20285.253047583246,18640.245076435232,34214.062914006405,21172.543893084672,19590.919589498517
33537.713023588214,20724.181926830595,19116.79681426519,32869.248153358305,20280.536504079882,18641.45955773355,34206.17789381812,21167.82734958131,19592.134070796834
33529.96210999456,20719.5525312509,19118.001888498202,32861.49723976465,20275.90710850019,18642.66463196656,34198.42698022447,21163.197954001615,19593.339145029844
33522.343198442875,20715.008821681477,19119.19773363477,32853.878328212966,20271.363398930764,18643.860477103128,34190.808068672784,21158.65424443219,19594.534990166412
33514.85420510398,20710.54935318377,19120.384517521434,32846.38933487407,20266.903930433058,18645.04726098979,34183.319075333886,21154.194775934484,19595.721774053076
33507.49306741164,20706.172698024042,19121.562398473758,32839.02819718173,20262.52727527333,18646.225141942115,34175.95793764155,21149.818120774755,19596.8996550054
33500.25774454605,20701.877445871476,19122.73152583619,32831.79287431614,20258.232023120763,18647.394269304546,34168.72261477596,21145.52286862219,19598.06878236783
33493.14621786457,20697.662203966433,19123.892040512128,32824.68134763466,20254.01678121572,18648.554783980486,34161.611088094476,21141.307626717145,19599.22929704377
33486.1564912828,20693.525597260726,19125.044075465587,32817.691621052894,20249.880174510014,18649.706818933944,34154.62136151271,21137.17102001144,19600.38133199723
33479.28659160908,20689.466268531633,19126.18775619598,32810.82172137917,20245.82084578092,18650.85049966434,34147.75146183899,21133.111691282345,19601.525012727623
33472.53456883511,20685.482878471223,19127.323201187366,32804.0696986052,20241.83745572051,18651.985944655724,34140.99943906502,21129.128301221936,19602.66045771901
33465.898496385395,20681.574105752774,19128.450522333456,32797.433626155485,20237.92868300206,18653.113265801814,34134.363366615304,21125.219528503487,19603.7877788651
33459.376471328156,20677.738647075552,19129.56982533959,32790.91160109825,20234.09322432484,18654.232568807947,34127.841341558065,21121.384069826265,19604.90708187123
33452.9666145499,20673.975217189505,19130.681210102906,32784.50174431999,20230.329794438792,18655.343953571264,34121.43148477981,21117.620639940218,19606.01846663455
33446.667070896074,20670.282548901094,19131.784771071787,32778.202200666165,20226.63712615038,18656.447514540145,34115.13194112598,21113.927971651807,19607.12202760343
33440.47600927995,20666.659393061636,19132.880597585623,32772.01113905004,20223.013970310923,18657.54334105398,34108.94087950986,21110.30481581235,19608.217854117265
33434.39162276161,20663.10451853929,19133.968774195946,32765.9267525317,20219.459095788578,18658.631517664304,34102.856492991516,21106.749941290003,19609.30603072759
33428.41212859915,20659.616712175746,19135.049380969867,32759.947258369244,20215.971289425033,18659.712124438225,34096.87699882906,21103.26213492646,19610.38663750151
33422.53576827387,20656.194778728834,19136.122493776704,32754.070898043963,20212.54935597812,18660.78523724506,34091.00063850378,21099.840201479547,19611.459750308346
33416.76080749106,20652.837540801942,19137.188184558716,32748.295937261155,20209.19211805123,18661.850928027074,34085.22567772097,21096.482963552655,19612.525441090358
33411.08553615824,20649.54383876123,19138.24652158671,32742.620665928338,20205.898416010517,18662.909265055066,34079.55040638815,21093.189261511943,19613.58377811835
33405.508268342164,20646.312530641553,19139.297569701346,32737.04339811226,20202.66710789084,18663.960313169704,34073.97313857207,21089.957953392266,19614.63482623299
